id,superid,impcost,impcost_adj,payback,reference_year,reference_ppi,fy,arc2,conserved,saved
AM0076,AM007605,199.0,286.56,1.5669291338583,2024,189.87,1990,2.2511,35.0,127.0
AM0135,AM013509,75.0,199.5,0.625,2024,278.19,1991,2.4236,4982.0,120.0
AM0136,AM013605,2300.0,5497.0,3.7704918032787,2024,427.93,1992,2.2437,123.0,610.0
AM0142,AM014207,320.0,528.0,0.30680728667306,2024,216.87,1992,2.4133,12896.0,1043.0
AM0153,AM015308,120.0,216.0,0.85714285714286,2024,239.54,1992,2.6231,5569.0,140.0
AM0166,AM016606,75.0,189.0,0.15,2024,278.19,1993,2.7111,8499.0,500.0
AM0185,AM018505,320.0,806.4,0.27586206896552,2024,278.19,1993,2.7141,14361.0,1160.0
AM0225,AM022505,200.0,490.0,0.27397260273973,2024,278.19,1994,2.4236,26084.0,730.0
AM0242,AM024205,100.0,173.0,1.3157894736842,2024,239.54,1995,2.4231,2931.0,76.0
AM0277,AM027711,120.0,181.2,0.22641509433962,2024,243.25,1996,2.7142,7913.0,180.0
AM0279,AM027906,200.0,470.0,0.35714285714286,2024,278.19,1996,2.4236,18757.0,560.0
AM0297,AM029706,300.0,681.0,0.15957446808511,2024,278.19,1997,2.4236,38101.0,1880.0
AM0309,AM030902,9300.0,21111.0,0.11411042944785,2024,278.19,1997,2.4236,1812720.0,81500.0
AM0315,AM031508,320.0,496.0,1.6842105263158,2024,216.87,1998,2.4133,3224.0,150.0
AM0342,AM034207,250.0,397.5,1.4705882352941,2024,243.25,1999,2.7142,1758.0,55.0
AM0348,AM034806,405.0,643.95,0.61832061068702,2024,243.25,1999,2.7142,1758.0,60.0
AM0381,AM038106,290.0,481.4,2.027972027972,2024,243.25,2000,2.7142,1172.0,41.0
AM0398,AM039806,200.0,388.0,0.37735849056604,2024,278.19,2001,2.4236,18900.0,530.0
AM0407,AM040703,210.0,392.7,0.30434782608696,2024,278.19,2002,2.7111,10600.0,290.0
AM0426,AM042605,500.0,925.0,0.60975609756098,2024,278.19,2003,2.4236,17400.0,820.0
AM0430,AM043009,630.0,1008.0,2.4230769230769,2024,243.25,2003,2.7142,4800.0,260.0
AM0443,AM044308,115.0,184.0,1.0454545454545,2024,243.25,2003,2.7142,1000.0,110.0
AM0458,AM045809,200.0,332.0,1.0,2024,262.98,2004,2.7135,3200.0,200.0
AM0479,AM047910,1130.0,1785.4,0.13513513514,2024,243.25,2005,2.7142,5090.0,300.0
AM0527,AM052706,28.0,32.48,0.06,2024,189.87,2007,2.2511,3270.0,330.0
AM0536,AM053606,480.0,667.2,0.38,2024,243.25,2008,2.7142,15740.0,1165.0
AM0539,AM053906,605.0,840.95,0.33,2024,243.25,2008,2.7142,3430.0,270.0
AM0545,AM054508,325.0,451.75,0.26,2024,243.25,2008,2.7142,2940.0,290.0
AM0566,AM056610,380.0,520.6,0.27,2024,243.25,2009,2.7142,2860.0,260.0
AM0582,AM058212,130.0,197.6,0.04,2024,278.19,2010,2.7124,40530.0,3080.0
AM0589,AM058907,225.0,297.0,1.1,2024,243.25,2011,2.7142,3050.0,160.0
AR0007,AR000704,100.0,252.0,0.08984725965858,2024,278.19,1993,2.4236,14947.0,1113.0
AR0021,AR002108,822.0,1290.54,0.59307359307359,2024,243.25,1994,2.7142,19930.0,1386.0
AR0026,AR002607,30500.0,60695.0,1.3593011854889,2024,262.98,1994,2.4134,-3046.0,-8071.0
AR0030,AR003004,19000.0,37810.0,0.88590478854851,2024,262.98,1994,2.4134,370750.0,32976.0
AR0090,AR009005,6030.0,9406.8,1.6754654070575,2024,216.87,1996,2.4133,57444.0,2292.0
AR0104,AR010407,100.0,138.0,0.3257328990228,2024,189.87,1996,2.2511,98.0,307.0
AR0112,AR011207,279.0,421.29,0.20071942446043,2024,243.25,1997,2.7142,14654.0,1168.0
AR0138,AR013806,182.0,247.52,0.14263322884013,2024,189.87,1998,2.2511,38687.0,1276.0
AR0140,AR014005,279.0,446.4,0.55911823647295,2024,239.54,1998,2.6218,14361.0,459.0
AR0146,AR014604,1340.0,2077.0,0.9585121602289,2024,216.87,1998,2.4133,28136.0,1242.0
AR0169,AR016902,2882.0,4467.1,1.5612134344529,2024,216.87,1999,2.4133,37222.0,1223.0
AR0172,AR017202,120.0,212.4,1.6216216216216,2024,262.98,1999,2.7135,1172.0,55.0
AS0050,AS005014,350000.0,577500.0,3.357442971433,2024,216.87,1992,2.3415,-20178.0,-64771.0
AS0057,AS005707,3210.0,5136.0,2.641975308642,2024,243.25,1992,2.7142,18464.0,1290.0
AS0077,AS007708,2507.0,4061.34,5.3002114164905,2024,216.87,1993,2.4133,10258.0,473.0
AS0083,AS008309,1300.0,3276.0,1.7426273458445,2024,278.19,1993,2.7228,8792.0,746.0
AS0095,AS009510,500.0,1260.0,0.71123755334282,2024,278.19,1993,2.7444,26.0,172.0
AS0162,AS016207,173.0,240.47,1.1931034482759,2024,189.87,1995,2.2511,15.0,106.0
AS0164,AS016407,797.0,1219.41,0.58646063281825,2024,243.25,1995,2.7142,15240.0,1359.0
AS0170,AS017005,810.0,1223.1,1.7016806722689,2024,243.25,1996,2.7142,6155.0,476.0
AS0172,AS017209,8092.0,12623.52,0.64120443740095,2024,216.87,1996,2.4133,216882.0,9203.0
AS0178,AS017811,1600.0,3024.0,2.1447721179625,2024,262.98,1996,2.7261,9965.0,746.0
AS0204,AS020409,320.0,588.8,0.98765432098765,2024,262.98,1997,2.7261,13482.0,324.0
AS0214,AS021407,901.0,1405.56,0.49916897506925,2024,216.87,1997,2.4133,16413.0,1805.0
AS0241,AS024104,225.0,398.25,1.7045454545455,2024,262.98,1999,2.7261,2345.0,132.0
AS0261,AS026106,3385.0,7210.05,1.8277537796976,2024,278.19,1999,2.1311,-6448.0,306.0
AS0271,AS027105,232.0,464.0,0.064426548181061,2024,278.19,2000,2.6125,40152.0,2261.0
AS0275,AS027504,272.0,364.48,0.27726809378186,2024,189.87,2000,2.2511,14947.0,981.0
AS0297,AS029703,240.0,465.6,0.46153846153846,2024,278.19,2001,2.7133,7656.0,520.0
AS0301,AS030103,388.0,601.4,1.0,2024,239.54,2001,2.4231,3759.0,279.0
AS0306,AS030604,15.0,23.25,0.0097783572359844,2024,239.54,2001,2.4231,22300.0,894.0
AS0319,AS031903,7690.0,12765.4,0.60833794794716,2024,243.25,2002,2.7142,205553.0,7135.0
AS0353,AS035305,1990.0,3024.8,7.1326164874552,2024,216.87,2003,2.4133,6879.0,187.0
AS0359,AS035905,9710.0,15924.4,1.9775967413442,2024,262.98,2003,2.2622,47651.0,3201.0
AS0361,AS036104,17550.0,35275.5,1.4749138583074,2024,427.93,2003,2.2444,151699.0,11664.0
AS0366,AS036608,1640.0,2624.0,4.6458923512748,2024,243.25,2004,2.7142,6482.0,246.0
AS0378,AS037807,6178.0,9205.22,1.5816692268305,2024,216.87,2004,2.4133,70136.0,3282.0
BD0036,BD003607,2250.0,5400.0,0.18658263537607,2024,278.19,1995,2.4236,191676.0,12059.0
BD0042,BD004210,2250.0,4365.0,1.1974454497073,2024,262.98,1995,2.7447,475.0,1879.0
BD0088,BD008806,2249.0,3395.99,1.8299430431245,2024,243.25,1997,2.7142,18171.0,705.0
BD0093,BD009306,175.0,322.0,0.24071526822558,2024,262.98,1997,2.7135,8792.0,305.0
BD0117,BD011709,250.0,450.0,1.5243902439024,2024,262.98,1998,2.4221,2345.0,142.0
BD0132,BD013206,900.0,1431.0,1.2729844413013,2024,243.25,1999,2.7142,9965.0,385.0
BD0143,BD014308,1500.0,2655.0,0.72850898494415,2024,262.98,1999,2.7135,31946.0,1347.0
BD0197,BD019705,450.0,760.5,3.125,2024,262.98,2001,2.7135,978.0,44.0
BD0201,BD020108,323.0,536.18,0.87771739130435,2024,243.25,2002,2.7142,3662.0,207.0
BD0232,BD023207,140.0,229.6,0.26565464895636,2024,262.98,2003,2.4111,7937.0,241.0
BD0251,BD025113,650.0,949.0,0.84745762711864,2024,239.54,2004,2.7134,13874.0,423.0
BD0262,BD026210,90.0,162.0,0.14925373134328,2024,278.19,2004,2.7111,10995.0,408.0
BD0271,BD027110,434.0,559.86,1.5611510791367,2024,189.87,2004,2.2515,1884.0,69.0
BD0285,BD028507,360.0,568.8,0.97297297297297,2024,243.25,2005,2.7142,3995.0,193.0
BD0309,BD030907,475.0,722.0,1.54,2024,243.25,2006,2.7142,6325.0,271.0
BD0328,BD032808,500.0,730.0,0.44,2024,262.98,2007,2.4221,66.0,1127.0
BD0368,BD036805,2500.0,3425.0,1.93,2024,262.98,2010,2.4221,18575.0,1217.0
CO0182,CO018208,32500.0,90350.0,1.1206896551724,2024,278.19,1990,2.3212,,29000.0
CO0189,CO018907,300.0,834.0,1.304347826087,2024,278.19,1990,2.6221,9379.0,230.0
CO0190,CO019012,103.0,148.32,0.20934959349593,2024,189.87,1990,2.2511,11723.0,492.0
CO0198,CO019806,1276.0,2143.68,4.7259259259259,2024,243.25,1990,2.7142,6741.0,270.0
CO0221,CO022109,487.0,813.29,2.2442396313364,2024,216.87,1991,2.4133,3517.0,217.0
CO0227,CO022706,20650.0,43365.0,4.5888888888889,2024,262.98,1991,2.4131,118699.0,4500.0
CO0240,CO024007,30.0,62.1,0.16666666666667,2024,262.98,1992,2.4221,2638.0,180.0
CO0248,CO024808,40.0,104.0,0.1,2024,278.19,1992,2.6124,10258.0,400.0
CO0272,CO027206,10000.0,20300.0,3.3898305084746,2024,262.98,1993,2.7243,830.0,2950.0
CO0275,CO027507,5120.0,8294.4,2.9595375722543,2024,216.87,1993,2.4133,38101.0,1730.0
CO0290,CO029006,150.0,304.5,0.16666666666667,2024,262.98,1993,2.7261,307.0,900.0
CO0301,CO030106,470.0,935.3,1.175,2024,262.98,1994,2.4221,6741.0,400.0
CO0318,CO031809,960.0,1910.4,1.7142857142857,2024,262.98,1994,2.4111,8499.0,560.0
CO0320,CO032007,2130.0,3450.6,1.3566878980892,2024,216.87,1994,2.4133,27843.0,1570.0
CO0337,CO033705,910.0,1437.8,1.82,2024,216.87,1995,2.4133,7327.0,500.0
CO0339,CO033906,50.0,120.0,0.080645161290323,2024,278.19,1995,2.4236,12016.0,620.0
CO0384,CO038404,500.0,1135.0,0.94339622641509,2024,278.19,1997,2.1311,21102.0,800.0
CO0394,CO039402,3940.0,7249.6,2.5751633986928,2024,262.98,1997,2.4111,42497.0,700.0
CO0401,CO040102,96.0,144.96,0.58181818181818,2024,243.25,1997,2.7142,4103.0,76.0
CO0410,CO041002,480.0,864.0,1.4545454545455,2024,262.98,1998,2.4221,9379.0,250.0
CO0444,CO044402,450.0,715.5,0.12640449438202,2024,239.54,1999,2.6218,36342.0,660.0
CO0447,CO044702,660.0,1405.8,0.51968503937008,2024,278.19,1999,2.4236,42790.0,1000.0
CO0463,CO046307,410.0,820.0,2.05,2024,278.19,2000,2.4236,11137.0,190.0
CO0465,CO046505,350.0,700.0,0.46666666666667,2024,278.19,2000,2.7111,12309.0,480.0
CO0501,CO050107,500.0,765.0,0.80645161290323,2024,239.54,2002,2.6218,19800.0,310.0
CO0566,CO056607,640.0,1011.2,0.64,2024,262.98,2005,2.7135,10100.0,360.0
CO0585,CO058510,200.0,302.0,2.07,2024,262.98,2006,2.7447,6900.0,290.0
CO0628,CO062808,1360.0,1890.4,1.18,2024,262.98,2009,2.7135,12300.0,1080.0
CO0629,CO062907,1450.0,1986.5,4.03,2024,243.25,2009,2.7142,3500.0,120.0
DL0005,DL000506,108987.0,156941.28,2.92,2024,243.25,2007,2.7142,357847.0,37314.0
DL0043,DL004306,510.0,790.5,1.09,2024,278.19,2009,2.6211,3150.0,470.0
DS0011,DS001105,4964.0,8041.68,0.93325813122767,2024,216.87,1994,2.4133,94959.0,5319.0
DS0039,DS003908,150.0,259.5,0.072289156626506,2024,239.54,1995,2.7314,11723.0,1016.0
DS0066,DS006603,52000.0,113360.0,1.8194541637509,2024,427.93,1996,2.2441,19305.0,28958.0
DS0086,DS008604,450.0,828.0,0.27590435315757,2024,262.98,1997,2.4221,47773.0,1387.0
DS0101,DS010103,820.0,1713.8,0.57584269662921,2024,427.93,1998,2.2437,496.0,1498.0
DS0107,DS010702,600.0,1080.0,0.87463556851312,2024,262.98,1998,2.7261,107.0,686.0
DS0134,DS013404,1551.0,2745.27,1.9707750952986,2024,262.98,1999,2.7261,143.0,787.0
DS0146,DS014606,2407.0,5006.56,1.948987854251,2024,427.93,1999,2.2444,409.0,1235.0
DS0147,DS014704,4365.0,9297.45,3.1178571428571,2024,278.19,1999,2.1311,30774.0,1266.0
GT0413,GT041306,850.0,1224.0,1.1971830985915,2024,189.87,1990,2.2511,125.0,710.0
GT0425,GT042507,10200.0,25500.0,1.2378640776699,2024,427.93,1990,2.2437,1397.0,8240.0
GT0434,GT043405,500.0,920.0,0.18867924528302,2024,239.54,1991,2.6223,33705.0,2650.0
GT0471,GT047107,2210.0,3536.0,2.9466666666667,2024,243.25,1992,2.7142,7034.0,750.0
GT0490,GT049009,87090.0,138473.1,3.0801061007958,2024,243.25,1993,2.7142,696659.0,28275.0
GT0521,GT052109,700.0,1715.0,0.059982862039417,2024,278.19,1994,2.2135,2940.0,11670.0
GT0522,GT052206,10.0,24.5,0.33333333333333,2024,278.19,1994,2.6214,6.0,30.0
GT0536,GT053606,720.0,1432.8,0.38297872340426,2024,262.98,1994,2.4111,42790.0,1880.0
GT0544,GT054407,4800.0,11376.0,2.5196850393701,2024,427.93,1994,2.1243,648.0,1905.0
GT0567,GT056707,37200.0,89280.0,0.64071650017224,2024,278.19,1995,2.1311,1006155.0,58060.0
GT0590,GT059009,31200.0,68016.0,0.90142147232174,2024,427.93,1996,2.2121,8000.0,21800.0
GT0591,GT059109,1020.0,1927.8,0.67105263157895,2024,262.98,1996,2.4111,27257.0,1319.0
GT0595,GT059506,27000.0,45360.0,0.21774193548387,2024,239.54,1996,2.2163,45700.0,124000.0
GT0599,GT059904,30000.0,50400.0,0.90144230769231,2024,239.54,1996,2.6218,287808.0,22736.0
GT0602,GT060204,1000.0,2350.0,0.20080321285141,2024,278.19,1996,2.4236,70926.0,4816.0
GT0620,GT062004,900.0,1242.0,2.3076923076923,2024,189.87,1997,2.2515,8792.0,228.0
GT0622,GT062205,632.0,1434.64,0.59622641509434,2024,278.19,1997,2.7111,9379.0,517.0
GT0625,GT062506,5695.0,8599.45,2.9100664282064,2024,243.25,1997,2.7142,77667.0,1846.0
GT0627,GT062708,49700.0,77532.0,6.3312101910828,2024,216.87,1997,2.4133,191383.0,4820.0
GT0638,GT063808,5000.0,8000.0,1.1571395510299,2024,239.54,1998,2.6242,45135.0,2277.0
GT0644,GT064405,750.0,1650.0,0.2373417721519,2024,278.19,1998,2.4236,72978.0,1594.0
GT0655,GT065504,4550.0,9509.5,1.2374218112592,2024,427.93,1998,2.2437,629.0,3730.0
GT0662,GT066205,60000.0,106200.0,0.87792458627804,2024,262.98,1999,2.7245,1243845.0,39803.0
GT0669,GT066907,32000.0,56640.0,3.6182722749887,2024,262.98,1999,2.2622,276377.0,8844.0
GT0671,GT067107,20086.0,31936.74,2.2639765554554,2024,243.25,1999,2.7142,148007.0,8739.0
GT0675,GT067505,200.0,318.0,0.36231884057971,2024,239.54,1999,2.7224,8499.0,140.0
GT0705,GT070507,44647.0,68756.38,8.6659549689441,2024,216.87,2000,2.4133,92463.0,2774.0
GT0719,GT071906,900.0,1746.0,0.32846715328467,2024,278.19,2001,2.7111,123331.0,2204.0
GT0731,GT073112,73150.0,136790.5,3.1937652811736,2024,278.19,2002,2.5191,6044.0,21154.0
GT0741,GT074108,98936.0,151372.08,7.2560322698937,2024,216.87,2002,2.4133,360200.0,13635.0
GT0748,GT074808,4250000.0,6970000.0,5.2406054440642,2024,262.98,2003,2.3417,-145597.0,-757104.0
GT0798,GT079805,2757.0,4493.91,0.18500872366125,2024,427.93,2005,2.7312,989.0,8300.0
GT0818,GT081805,3300.0,4554.0,0.09,2024,239.54,2006,2.1113,2342.0,37004.0
GT0823,GT082310,85000.0,127500.0,2.01,2024,427.93,2006,2.2191,4630.0,42272.0
GT0859,GT085904,6000.0,7740.0,0.63,2024,239.54,2008,2.6218,265354.0,9526.0
HO0014,HO001409,260.0,676.0,0.25515210991168,2024,278.19,1992,2.7133,6448.0,1019.0
HO0025,HO002504,200.0,520.0,0.013148379462231,2024,278.19,1992,2.8114,,15211.0
HO0027,HO002705,2000.0,5200.0,0.45913682277319,2024,278.19,1992,2.7133,73564.0,4356.0
HO0030,HO003007,200.0,520.0,0.10881392818281,2024,278.19,1992,2.8121,,1838.0
HO0031,HO003105,1200.0,3120.0,0.34812880765883,2024,278.19,1992,2.6212,14361.0,2014.0
HO0051,HO005104,300.0,609.0,1.25,2024,262.98,1993,2.4221,2345.0,240.0
HO0068,HO006806,2500.0,6125.0,0.29342723004695,2024,278.19,1994,2.1311,39566.0,8520.0
HO0073,HO007306,790.0,1137.6,2.4382716049383,2024,189.87,1994,2.2511,64.0,324.0
HO0080,HO008005,1260000.0,2041200.0,4.7810034795081,2024,216.87,1994,2.3415,5061548.0,440040.0
HO0099,HO009902,365.0,576.7,1.3224637681159,2024,216.87,1995,2.4133,2052.0,276.0
HO0121,HO012104,160.0,384.0,0.031689443454149,2024,278.19,1995,2.4236,35756.0,5049.0
HO0126,HO012605,180.0,423.0,0.053699284009547,2024,278.19,1996,2.4236,11430.0,3352.0
HO0144,HO014403,1800.0,2718.0,0.94587493431424,2024,243.25,1997,2.7142,16413.0,1419.0
HO0159,HO015903,20.0,32.4,0.067567567567568,2024,239.54,1997,2.4231,3810.0,242.0
HO0165,HO016503,800.0,1440.0,0.84299262381454,2024,262.98,1998,2.4221,6741.0,595.0
HO0181,HO018105,72.0,97.92,0.31718061674009,2024,189.87,1998,2.2123,15.0,227.0
HO0197,HO019708,1600.0,2832.0,1.9950124688279,2024,262.98,1999,2.7135,9965.0,802.0
HO0214,HO021406,4450.0,5963.0,1.1251580278129,2024,189.87,1999,2.2514,616.0,3955.0
HO0222,HO022205,4000.0,6880.0,5.5325034578147,2024,262.98,2000,2.2614,8499.0,620.0
IA0021,IA002108,4910.0,8101.5,14.878787878788,2024,216.87,1992,2.4133,7034.0,330.0
IA0054,IA005413,1359.0,2758.77,1.5184357541899,2024,262.98,1993,2.7135,15533.0,895.0
IA0070,IA007007,1539.0,3124.17,2.7482142857143,2024,262.98,1993,2.7135,12896.0,560.0
IA0095,IA009511,75.0,183.75,0.51020408163265,2024,278.19,1994,2.7228,3224.0,147.0
IA0124,IA012406,200.0,388.0,0.81632653061224,2024,262.98,1995,2.4221,7620.0,245.0
IA0132,IA013208,12000.0,21840.0,4.2238648363252,2024,218.99,1995,2.4322,46600.0,2841.0
IA0153,IA015310,659.0,1245.51,1.0,2024,262.98,1996,2.1213,171.0,659.0
IA0160,IA016009,1200.0,2268.0,1.1331444759207,2024,262.98,1996,2.7243,317.0,1059.0
IA0174,IA017408,330.0,607.2,0.3670745272525,2024,262.98,1997,2.4221,22860.0,562.0
IA0200,IA020006,1264.0,2275.2,1.7802816901408,2024,262.98,1998,2.7135,26964.0,710.0
IA0235,IA023508,650.0,1150.5,1.508120649652,2024,262.98,1999,2.1213,141.0,431.0
IA0250,IA025006,154.0,308.0,0.88,2024,278.19,2000,2.4236,3224.0,175.0
IA0258,IA025805,1206.0,2484.36,0.628125,2024,427.93,2000,2.2437,393.0,1920.0
IA0274,IA027411,5000.0,7750.0,0.1600768368817,2024,239.54,2001,2.1233,5321.0,31235.0
IA0304,IA030412,180.0,241.2,2.1176470588235,2024,189.87,2002,2.2511,2957.0,85.0
IA0321,IA032107,1585.0,2377.5,3.1448412698413,2024,239.54,2003,2.7134,13260.0,358.0
IA0322,IA032207,514.0,781.28,2.9540229885057,2024,216.87,2003,2.4133,5037.0,121.0
IA0344,IA034410,630.0,1045.8,2.5,2024,262.98,2004,2.4111,7972.0,181.0
IA0366,IA036604,539.0,851.62,1.9181494661922,2024,262.98,2005,2.7135,9735.0,281.0
IA0388,IA038808,45600.0,53808.0,0.96,2024,189.87,2006,2.1121,-57754.0,-1878.0
IA0390,IA039007,896.0,1200.64,0.69,2024,216.87,2006,2.4133,14858.0,1305.0
IA0398,IA039811,580.0,684.4,0.78,2024,189.87,2006,2.2511,92.0,742.0
IA0404,IA040407,4500.0,5985.0,0.18,2024,239.54,2007,2.7314,2285.0,24436.0
IA0406,IA040607,10000.0,14600.0,0.46,2024,262.98,2007,2.7231,2343.0,21600.0
IC0046,IC004604,11922.0,15975.48,1.8619397157582,2024,189.87,2002,2.2511,1065.0,6403.0
IC0062,IC006208,20000.0,30000.0,0.26486207307545,2024,239.54,2003,2.1113,20802.0,75511.0
IC0069,IC006908,251040.0,514632.0,7.9397811373268,2024,248.28,2003,2.7491,6829.0,31618.0
IC0073,IC007307,1612.0,2579.2,2.336231884058,2024,243.25,2004,2.7142,5396.0,329.0
IC0092,IC009209,38438.0,61500.8,4.3024401164092,2024,243.25,2004,2.7142,126639.0,4056.0
IC0097,IC009705,1044.0,1482.48,6.4049079754601,2024,239.54,2005,2.2211,21.0,163.0
IC0104,IC010410,800.0,1264.0,1.9301972685888,2024,243.25,2005,2.7142,5505.0,303.0
IC0117,IC011710,8404.0,12774.08,2.48,2024,243.25,2006,2.7142,35625.0,2424.0
IC0124,IC012406,27175.0,38045.0,5.72,2024,274.94,2006,2.1224,282.0,2755.0
IC0137,IC013704,6726.0,10694.34,0.62,2024,278.19,2008,2.4236,188979.0,10774.0
IC0138,IC013809,1500.0,2115.0,0.1,2024,262.98,2008,2.2113,1640.0,14844.0
IC0150,IC015010,26100.0,34713.0,0.11,2024,218.99,2008,2.4322,26879.0,246428.0
IC0160,IC016008,58.0,89.9,0.08,2024,278.19,2009,2.2135,79.0,746.0
KG0039,KG003904,20.0,34.6,0.21978021978022,2024,239.54,1995,2.4231,2638.0,91.0
KG0047,KG004710,260.0,491.4,3.2911392405063,2024,262.98,1996,2.4221,879.0,79.0
KG0091,KG009106,300.0,552.0,0.74812967581047,2024,262.98,1997,2.4221,12896.0,401.0
KU0352,KU035207,2200.0,4620.0,2.9931972789116,2024,262.98,1991,2.1213,250.0,735.0
KU0361,KU036108,500.0,1195.0,0.60096153846154,2024,427.93,1992,2.2437,194.0,832.0
KU0366,KU036612,200.0,478.0,1.5037593984962,2024,427.93,1992,2.2437,2931.0,133.0
KU0368,KU036803,5376.0,11128.32,0.99500277623542,2024,262.98,1992,2.6232,145955.0,5403.0
KU0378,KU037810,1505.0,3115.35,1.2235772357724,2024,262.98,1992,2.7261,28136.0,1230.0
KU0402,KU040210,440.0,893.2,0.68429237947123,2024,262.98,1993,2.7261,5862.0,274.0
KU0418,KU041806,293.0,433.64,2.1865671641791,2024,189.87,1993,2.2511,2052.0,134.0
KU0420,KU042007,512.0,814.08,1.2704714640199,2024,243.25,1993,2.7142,1758.0,151.0
KU0446,KU044614,540.0,847.8,1.3170731707317,2024,243.25,1994,2.7142,2931.0,410.0
KU0450,KU045012,150.0,259.5,0.15243902439024,2024,239.54,1995,2.1233,196.0,984.0
KU0453,KU045310,138.0,267.72,0.33333333333333,2024,262.98,1995,2.7447,78.0,414.0
KU0466,KU046611,119.0,179.69,0.88148148148148,2024,243.25,1996,2.7142,3224.0,113.0
KU0479,KU047906,780.0,1177.8,1.4444444444444,2024,243.25,1997,2.7142,4396.0,220.0
KU0480,KU048007,480.0,724.8,1.4545454545455,2024,243.25,1997,2.7142,2638.0,90.0
KU0488,KU048806,420.0,634.2,1.3548387096774,2024,243.25,1998,2.7142,2345.0,100.0
KU0503,KU050311,310.0,558.0,0.40789473684211,2024,262.98,1998,2.4221,22274.0,620.0
KU0528,KU052805,4240.0,5681.6,1.1490514905149,2024,189.87,1999,2.2511,961.0,3690.0
KU0532,KU053205,360.0,572.4,1.3846153846154,2024,243.25,1999,2.7142,1465.0,60.0
KU0551,KU055104,700.0,1400.0,0.84643288996372,2024,278.19,2000,2.4236,19637.0,827.0
LE0116,LE011604,239.0,391.96,0.35778443113772,2024,243.25,2001,2.7142,2440.0,259.0
LE0122,LE012205,19320.0,29559.6,4.0837032339886,2024,216.87,2001,2.4133,81047.0,4093.0
LE0124,LE012405,400.0,976.0,0.059514953131974,2024,456.81,2001,2.4314,53828.0,3305.0
LE0157,LE015706,200.0,328.0,0.26007802340702,2024,262.98,2003,2.7132,12800.0,769.0
LE0189,LE018907,1193.0,2147.4,0.31345244351025,2024,278.19,2004,2.7111,48366.0,2370.0
LE0193,LE019308,150.0,270.0,0.090634441087613,2024,278.19,2004,2.4236,25108.0,1080.0
LE0243,LE024310,7500.0,11400.0,4.45,2024,243.25,2006,2.7142,17680.0,637.0
LE0276,LE027609,600.0,846.0,0.05,2024,262.98,2008,2.7135,111041.0,12548.0
LE0280,LE028007,65839.0,91516.21,2.79,2024,243.25,2008,2.7142,412156.0,17723.0
LE0283,LE028324,600.0,834.0,1.09,2024,262.98,2009,2.7135,12788.0,550.0
LE0285,LE028509,900.0,1269.0,1.35,2024,427.93,2009,2.7312,65.0,668.0
LE0299,LE029907,150.0,205.5,0.22,2024,262.98,2010,2.7261,22530.0,697.0
LE0303,LE030310,15.0,18.45,0.01,2024,239.54,2010,2.4231,15704.0,1131.0
LL0123,LL012306,333.0,516.15,0.099432666467602,2024,239.54,2001,2.7134,35936.0,2070.0
LL0140,LL014006,120.0,224.4,0.40540540540541,2024,278.19,2002,2.4236,5039.0,285.0
LL0145,LL014506,28.0,46.48,0.60869565217391,2024,262.98,2002,2.7135,655.0,36.0
LL0152,LL015204,428.0,701.92,0.44583333333333,2024,262.98,2003,2.7135,18521.0,673.0
LL0160,LL016005,900.0,1440.0,0.50055617352614,2024,243.25,2003,2.7142,9986.0,660.0
LL0164,LL016406,41.0,61.5,1.0789473684211,2024,239.54,2003,2.7134,544.0,37.0
LL0179,LL017908,230.0,381.8,0.73482428115016,2024,262.98,2004,2.4221,4088.0,252.0
LL0183,LL018306,50.0,80.0,0.28248587570621,2024,243.25,2004,2.7142,2628.0,136.0
LL0210,LL021008,90.0,131.4,0.67669172932331,2024,239.54,2004,2.7134,2114.0,129.0
LL0211,LL021108,270.0,394.2,1.5882352941176,2024,239.54,2004,2.7134,2830.0,164.0
LL0246,LL024607,120.0,181.2,2.45,2024,262.98,2006,2.7135,1007.0,47.0
LL0258,LL025804,4050.0,5589.0,0.15,2024,239.54,2006,2.7134,389631.0,26651.0
LL0314,LL031408,180.0,250.2,0.62,2024,262.98,2009,2.7135,4888.0,282.0
LL0319,LL031905,156.0,241.8,1.0,2024,278.19,2009,2.6211,1753.0,156.0
LL0324,LL032408,270.0,375.3,1.9,2024,262.98,2009,2.7135,1827.0,142.0
LM0009,LM000903,12000.0,20280.0,1.3628620102215,2024,262.98,2001,2.7232,36720.0,6258.0
LM0050,LM005008,2580.0,4128.0,2.7534685165422,2024,243.25,2003,2.7142,5243.0,700.0
LM0078,LM007812,4988.0,8978.4,0.49701076125947,2024,278.19,2004,2.7124,57358.0,6248.0
LM0080,LM008006,300.0,540.0,0.012951131065446,2024,278.19,2004,2.3131,,3771.0
LM0086,LM008604,13324.0,21051.92,1.9631648740239,2024,243.25,2005,2.7142,64877.0,5633.0
LM0089,LM008904,150.0,237.0,0.40760869565217,2024,262.98,2005,2.7135,2578.0,272.0
LM0101,LM010105,1225.0,1739.5,0.098870056497175,2024,239.54,2005,2.4231,99320.0,8029.0
LM0109,LM010907,7000.0,11970.0,0.79,2024,278.19,2006,2.3132,,3370.0
LM0121,LM012104,3100.0,3658.0,0.83,2024,189.87,2006,2.2511,372.0,3734.0
MA0176,MA017607,200.0,434.0,1.8867924528302,2024,262.98,1990,2.6232,1172.0,106.0
MA0216,MA021608,398.0,835.8,0.84322033898305,2024,262.98,1991,2.6232,5862.0,472.0
